"personId","personName","gender","birthDate","lastName","firstName","countryOfCitizenship","age"
"643","Daryl Katz","M","1961-09-01 00:00:00","Katz","Daryl","Canada","62"
"644","Andrei Kozitsyn","M","1960-06-09 00:00:00","Kozitsyn","Andrei","Russia","63"
"645","Timur Kulibaev","M","1966-09-10 00:00:00","Kulibaev","Timur","Kazakhstan","57"
"646","Dinara Kulibaeva","F","1967-08-19 00:00:00","Kulibaeva","Dinara","Kazakhstan","56"
"647","Ian Livingstone","M","1962-05-22 00:00:00","Livingstone","Ian","United Kingdom","61"
"648","Richard Livingstone","M","1964-11-29 00:00:00","Livingstone","Richard","United Kingdom","59"
"649","Gwendolyn Sontheim Meyer","F","1961-10-27 00:00:00","Meyer","Gwendolyn Sontheim","United States","62"
"650","Jay Paul","M","1947-07-08 00:00:00","Paul","Jay","United States","76"
"651","Pham Nhat Vuong","M","1968-08-05 00:00:00","Pham","Nhat Vuong","Vietnam","55"
"652","Jon Stryker","M","1958-05-03 00:00:00","Stryker","Jon","United States","65"
"653","Daniel Tsai","M","1956-04-25 00:00:00","Tsai","Daniel","Taiwan","67"
"654","Richard Tsai","M","1957-06-02 00:00:00","Tsai","Richard","Taiwan","66"
"655","Frank Wang","M","1980-10-30 00:00:00","Wang","Frank","China","43"
"656","Wang Junshi & family","M","1949-01-01 00:00:00","Wang","Junshi","China","74"
"657","Wang Wenjing","M","1964-12-05 00:00:00","Wang","Wenjing","China","59"
"658","Herbert Wertheim","M","1939-05-23 00:00:00","Wertheim","Herbert","United States","84"
"659","Shari Arison","F","1957-09-09 00:00:00","Arison","Shari","Israel","66"
"660","Pyotr Aven","M","1955-03-16 00:00:00","Aven","Pyotr","Russia","68"
"661","Chan Laiwa & family","F","1941-01-01 00:00:00","Chan","Laiwa","China","82"
"662","Chen Hua","M","1966-01-01 00:00:00","Chen","Hua","China","57"
"663","Thomas Hagen","M","1936-01-01 00:00:00","Hagen","Thomas","United States","87"
"664","Rupert Johnson, Jr.","M","1940-08-10 00:00:00","Johnson","Rupert","United States","83"
"665","Dewi Kam","F","1950-07-23 00:00:00","Kam","Dewi","Indonesia","73"
"666","Min Kao & family","M","1949-01-10 00:00:00","Kao","Min","United States","74"
"667","Marc Ladreit de Lacharriere","M","1940-11-06 00:00:00","Ladreit de Lacharriere","Marc","France","83"
"668","Eric Lefkofsky","M","1969-09-02 00:00:00","Lefkofsky","Eric","United States","54"
"669","Lin Bin","M","1968-02-01 00:00:00","Lin","Bin","United States","55"
"670","Lin Li","M","1963-05-01 00:00:00","Lin","Li","China","60"
"671","Michael Moritz","M","1954-09-12 00:00:00","Moritz","Michael","United States","69"
"672","Jean (Gigi) Pritzker","F","1962-07-01 00:00:00","Pritzker","Jean (Gigi)","United States","61"
"673","E. Joe Shoen","M","1949-10-28 00:00:00","Shoen","E. Joe","United States","74"
"674","Jeff Skoll","M","1965-01-16 00:00:00","Skoll","Jeff","United States","58"
"675","Lynsi Snyder","F","1982-05-05 00:00:00","Snyder","Lynsi","United States","41"
"676","Djoko Susanto","M","1950-02-09 00:00:00","Susanto","Djoko","Indonesia","73"
"677","Tahir & family","M","1952-03-26 00:00:00","Tahir","Dato' Sri Tahir","Indonesia","71"
"678","Peter Thiel","M","1967-10-11 00:00:00","Thiel","Peter","United States","56"
"679","Andrej Babis","M","1954-09-02 00:00:00","Babis","Andrej","Czech Republic","69"
"680","Danielle Bellon & family","F","1940-02-08 00:00:00","Bellon","Danielle","France","83"
"681","Hubert Burda","M","1940-02-09 00:00:00","Burda","Hubert","Germany","83"
"682","Nick Caporella","M","1936-01-15 00:00:00","Caporella","Nick","United States","87"
"683","John Catsimatidis","M","1948-09-07 00:00:00","Catsimatidis","John","United States","75"
"684","Scott Cook","M","1952-07-26 00:00:00","Cook","Scott","United States","71"
"685","Luca Garavoglia","M","1969-02-27 00:00:00","Garavoglia","Luca","Italy","54"
"686","Antti Herlin","M","1956-11-14 00:00:00","Herlin","Antti","Finland","67"
"687","Hong Jie","M","1967-10-01 00:00:00","Hong","Jie","China","56"
"688","Jeremy Jacobs, Sr. & family","M","1940-01-21 00:00:00","Jacobs","Jeremy","United States","83"
"689","Igor Kesaev","M","1966-10-30 00:00:00","Kesaev","Igor","Russia","57"
"690","Mary Alice Dorrance Malone","F","1950-02-03 00:00:00","Malone","Mary Alice Dorrance","United States","73"
"691","Joao Moreira Salles","M","1962-01-01 00:00:00","Moreira Salles","Joao","Brazil","61"
"692","Walther Moreira Salles Junior","M","1956-04-12 00:00:00","Moreira Salles Junior","Walther","Brazil","67"
"693","Arturo Moreno","M","1946-08-14 00:00:00","Moreno","Arturo","United States","77"
"694","Peter Spuhler","M","1959-09-01 00:00:00","Spuhler","Peter","Switzerland","64"
"695","Donald Sterling","M","1934-04-26 00:00:00","Sterling","Donald","United States","89"
"696","Kerry Stokes","M","1940-09-13 00:00:00","Stokes","Kerry","Australia","83"
"697","Ken Xie","M","1963-01-26 00:00:00","Xie","Ken","United States","60"
"698","Liangzhi Xie & family","M","1966-01-01 00:00:00","Xie","Liangzhi","China","57"
"699","Sid Bass","M","1942-04-09 00:00:00","Bass","Sid","United States","81"
"700","Ben Chestnut","M","1974-06-15 00:00:00","Chestnut","Ben","United States","49"
"701","Elisabeth DeLuca & family","F","1947-07-25 00:00:00","DeLuca","Elisabeth","United States","76"
"702","Guangchang Guo","M","1967-02-16 00:00:00","Guo","Guangchang","China","56"
"703","Vinod Rai Gupta","F","1945-09-15 00:00:00","Gupta","Vinod Rai","India","78"
"704","John Henry","M","1949-09-13 00:00:00","Henry","John","United States","74"
"705","Travis Kalanick","M","1976-08-06 00:00:00","Kalanick","Travis","United States","47"
"706","Koon Poh Keong","M","1961-04-25 00:00:00","Koon","Poh Keong","Malaysia","62"
"707","Dan Kurzius","M","1971-12-01 00:00:00","Kurzius","Dan","United States","52"
"708","Paul Lee","M","1958-01-01 00:00:00","Lee","Paul","United States","65"
"709","Tobi Lutke","M","1980-07-16 00:00:00","Lutke","Tobi","Canada","43"
"710","Gail Miller","F","1943-10-14 00:00:00","Miller","Gail","United States","80"
"711","Rajan Mittal","M","1960-01-05 00:00:00","Mittal","Rajan","India","63"
"712","Rakesh Mittal","M","1955-09-18 00:00:00","Mittal","Rakesh","India","68"
"713","Isaac Perlmutter","M","1942-12-01 00:00:00","Perlmutter","Isaac","United States","81"
"714","Bernard Saul, II.","M","1932-04-15 00:00:00","Saul","Bernard","United States","91"
"715","Shaul Shani","M","1955-01-01 00:00:00","Shani","Shaul","Israel","68"
"716","Steven Spielberg","M","1946-12-18 00:00:00","Spielberg","Steven","United States","77"
"717","Jerzy Starak","M","1947-12-12 00:00:00","Starak","Jerzy","Poland","76"
"718","Torbjorn Tornqvist","M","1953-11-08 00:00:00","Tornqvist","Torbjorn","Sweden","70"
"719","Rufino Vigil Gonzalez","M","1948-06-01 00:00:00","Vigil Gonzalez","Rufino","Mexico","75"
"720","Zhang Daocai","M","1950-01-01 00:00:00","Zhang","Daocai","China","73"
"721","Juergen Blickle","M","1947-01-01 00:00:00","Blickle","Juergen","Germany","76"
"722","Austen Cargill, II.","M","1951-03-09 00:00:00","Cargill","Austen","United States","72"
"723","James Cargill, II.","M","1949-04-07 00:00:00","Cargill","James","United States","74"
"724","Vanich Chaiyawan","M","1932-01-01 00:00:00","Chaiyawan","Vanich","Thailand","91"
"725","Chen Dongsheng","M","1957-12-01 00:00:00","Chen","Dongsheng","China","66"
"726","Mong-Koo Chung","M","1938-03-19 00:00:00","Chung","Mong-Koo","South Korea","85"
"727","Kenneth Dart","M","1955-04-21 00:00:00","Dart","Kenneth","Belize","68"
"728","Giuseppe De'Longhi & family","M","1939-04-24 00:00:00","De'Longhi","Giuseppe","Italy","84"
"729","Guenther Fielmann & family","M","1939-09-17 00:00:00","Fielmann","Guenther","Germany","84"
"730","W. Herbert Hunt","M","1929-03-06 00:00:00","Hunt","W. Herbert","United States","94"
"731","James Irsay","M","1959-06-13 00:00:00","Irsay","James","United States","64"
"732","Marianne Liebmann","F","1953-07-11 00:00:00","Liebmann","Marianne","United States","70"
"733","Jorge Moll Filho & family","M","1945-01-01 00:00:00","Moll Filho","Jorge","Brazil","78"
"734","Fernando Roberto Moreira Salles","M","1946-05-29 00:00:00","Moreira Salles","Fernando Roberto","Brazil","77"
"735","Pedro Moreira Salles","M","1959-10-20 00:00:00","Moreira Salles","Pedro","Brazil","64"
"736","Gabe Newell","M","1962-11-03 00:00:00","Newell","Gabe","United States","61"
"737","Alfred Oetker","M","1967-01-01 00:00:00","Oetker","Alfred","Germany","56"
"738","Carl Ferdinand Oetker","M","1972-10-03 00:00:00","Oetker","Carl Ferdinand","Germany","51"
"739","Julia Oetker","F","1979-01-26 00:00:00","Oetker","Julia","Germany","44"
"740","Ruan Hongliang & family","M","1961-01-01 00:00:00","Ruan","Hongliang","China","62"
"741","Mark Stevens","M","1960-02-17 00:00:00","Stevens","Mark","United States","63"
"742","Tsai Hong-tu","M","1952-08-01 00:00:00","Tsai","Hong-tu","Taiwan","71"
"743","Nusli Wadia","M","1944-02-15 00:00:00","Wadia","Nusli","India","79"
"744","Wu Yiling","M","1949-10-24 00:00:00","Wu","Yiling","China","74"
"745","Yu Renrong","M","1966-04-01 00:00:00","Yu","Renrong","China","57"
"746","Zhu Baoguo & family","M","1962-04-25 00:00:00","Zhu","Baoguo","China","61"
"747","Rahul Bhatia","M","1959-06-10 00:00:00","Bhatia","Rahul","India","64"
"748","Francesco Gaetano Caltagirone","M","1943-03-21 00:00:00","Caltagirone","Francesco Gaetano","Italy","80"
"749","Barry Diller","M","1942-02-02 00:00:00","Diller","Barry","United States","81"
"750","Wesley Edens","M","1961-10-31 00:00:00","Edens","Wesley","United States","62"
"751","Stephen Feinberg","M","1960-03-29 00:00:00","Feinberg","Stephen","United States","63"
"752","Rakesh Gangwal","M","1953-07-25 00:00:00","Gangwal","Rakesh","United States","70"
"753","Joseph Grendys","M","1961-12-01 00:00:00","Grendys","Joseph","United States","62"
"754","Martha Ingram & family","F","1935-08-20 00:00:00","Ingram","Martha","United States","88"
"755","Li Xiang","M","1981-10-01 00:00:00","Li","Xiang","China","42"
"756","H. Ross Perot, Jr.","M","1958-11-07 00:00:00","Perot","H. Ross","United States","65"
"757","Chandru Raheja","M","1940-10-01 00:00:00","Raheja","Chandru","India","83"
"758","Trevor Rees-Jones","M","1951-08-12 00:00:00","Rees-Jones","Trevor","United States","72"
"759","Yasumitsu Shigeta","M","1965-02-25 00:00:00","Shigeta","Yasumitsu","Japan","58"
"760","Su Qingcan","M","1969-01-01 00:00:00","Su","Qingcan","China","54"
"761","Tsai Cheng-ta","M","1950-04-01 00:00:00","Tsai","Cheng-ta","Taiwan","73"
"762","Steven Udvar-Hazy","M","1946-02-23 00:00:00","Udvar-Hazy","Steven","United States","77"
"763","Elizabeth Uihlein","F","1945-07-07 00:00:00","Uihlein","Elizabeth","United States","78"
"764","Richard Uihlein","M","1945-08-27 00:00:00","Uihlein","Richard","United States","78"
"765","Hayes Barnard","M","1972-02-15 00:00:00","Barnard","Hayes","United States","51"
"766","William Berkley","M","1946-09-01 00:00:00","Berkley","William","United States","77"
"767","Charles Cohen","M","1952-02-08 00:00:00","Cohen","Charles","United States","71"
"768","Yakir Gabay","M","1966-04-13 00:00:00","Gabay","Yakir","Cyprus","57"
"769","Huang Li","M","1963-06-27 00:00:00","Huang","Li","China","60"
"770","Brad Jacobs","M","1956-07-01 00:00:00","Jacobs","Brad","United States","67"
"771","Ji Qi","M","1966-10-01 00:00:00","Ji","Qi","China","57"
"772","Jason Jiang","M","1973-01-01 00:00:00","Jiang","Jason","Singapore","50"
"773","Jim Kavanaugh","M","1962-10-17 00:00:00","Kavanaugh","Jim","United States","61"
"774","Richard LeFrak & family","M","1945-08-29 00:00:00","LeFrak","Richard","United States","78"
"775","Mikhail Lomtadze","M","1975-10-17 00:00:00","Lomtadze","Mikhail","Georgia","48"
"776","Tom Morris","M","1954-10-02 00:00:00","Morris","Tom","United Kingdom","69"
"777","Shigenobu Nagamori","M","1944-08-28 00:00:00","Nagamori","Shigenobu","Japan","79"
"778","Daniel Och","M","1961-01-27 00:00:00","Och","Daniel","United States","62"
"779","Horst Paulmann & family","M","1935-01-01 00:00:00","Paulmann","Horst","Chile","88"
"780","Anthony Pritzker","M","1961-01-07 00:00:00","Pritzker","Anthony","United States","62"
"781","John Sall","M","1948-04-04 00:00:00","Sall","John","United States","75"
"782","Howard Schultz","M","1953-07-19 00:00:00","Schultz","Howard","United States","70"
"783","Richard Schulze","M","1941-01-02 00:00:00","Schulze","Richard","United States","82"
"784","Yitzhak Tshuva","M","1948-07-07 00:00:00","Tshuva","Yitzhak","Israel","75"
"785","Wang Yanqing & family","M","1966-04-07 00:00:00","Wang","Yanqing","China","57"
"786","Rajiv Bajaj","M","1966-12-21 00:00:00","Bajaj","Rajiv","India","57"
"787","Sanjiv Bajaj","M","1969-11-02 00:00:00","Bajaj","Sanjiv","India","54"
"788","Leonid Boguslavsky","M","1951-06-17 00:00:00","Boguslavsky","Leonid","Canada","72"
"789","Jim Coulter","M","1959-12-01 00:00:00","Coulter","Jim","United States","64"
"790","Nicolas D'Ieteren","M","1975-04-13 00:00:00","D'Ieteren","Nicolas ","Belgium","48"
"791","Beatriz Davila de Santo Domingo","F","1939-03-07 00:00:00","Davila de Santo Domingo","Beatriz","Colombia","84"
"792","Bob Gaglardi","M","1941-02-19 00:00:00","Gaglardi","Bob","Canada","82"
"793","Jaime Gilinski Bacal","M","1957-12-14 00:00:00","Gilinski Bacal","Jaime","Colombia","66"
"794","Pansy Ho","F","1962-08-26 00:00:00","Ho","Pansy","Hong Kong","61"
"795","Alan Howard","M","1963-09-01 00:00:00","Howard","Alan","United Kingdom","60"
"796","Huang Yi","M","1962-01-01 00:00:00","Huang","Yi","Hong Kong","61"
"797","Peter Kellogg","M","1942-09-01 00:00:00","Kellogg","Peter","United States","81"
"798","Vyacheslav Kim","M","1969-06-12 00:00:00","Kim","Vyacheslav","Kazakhstan","54"
"799","Josh Kushner","M","1985-06-12 00:00:00","Kushner","Josh","United States","38"
"800","Samuel Tak Lee","M","1939-04-09 00:00:00","Lee","Samuel Tak","Hong Kong","84"
"801","Edwin Leong","M","1951-12-04 00:00:00","Leong","Edwin","Hong Kong","72"
"802","Stephen Mandel, Jr.","M","1956-03-12 00:00:00","Mandel","Stephen","United States","67"
"803","Mohamed Mansour","M","1948-01-23 00:00:00","Mansour","Mohamed","Egypt","75"
"804","Masahiro Miki","M","1955-07-26 00:00:00","Miki","Masahiro","Japan","68"
"805","Masahiro Noda","M","1938-08-24 00:00:00","Noda","Masahiro","Japan","85"
"806","Cliff Obrecht","M","1985-12-28 00:00:00","Obrecht","Cliff","Australia","38"
"807","Melanie Perkins","F","1987-05-13 00:00:00","Perkins","Melanie","Australia","36"
"808","J.B. Pritzker","M","1965-01-19 00:00:00","Pritzker","J.B.","United States","58"
"809","Juan Roig","M","1949-10-08 00:00:00","Roig","Juan","Spain","74"
"810","Jerry Speyer & family","M","1940-06-23 00:00:00","Speyer","Jerry","United States","83"
"811","Lawrence Stroll","M","1959-07-11 00:00:00","Stroll","Lawrence","Canada","64"
"812","Tung Chee Chen","M","1942-12-15 00:00:00","Tung","Chee Chen","Hong Kong","81"
"813","Wang Junlin","M","1962-09-01 00:00:00","Wang","Junlin","China","61"
"814","Xia Zuoquan","M","1962-01-01 00:00:00","Xia","Zuoquan","China","61"
"815","Zeng Fangqin","F","1965-12-25 00:00:00","Zeng","Fangqin","China","58"
"816","Zhang Jian","M","1969-01-01 00:00:00","Zhang","Jian","China","54"
"817","Rocco Basilico","M","1989-07-11 00:00:00","Basilico","Rocco","Italy","34"
"818","Maurizio Billi","M","1957-11-22 00:00:00","Billi","Maurizio","Brazil","66"
"819","Fashu Chen","M","1960-10-26 00:00:00","Chen","Fashu","China","63"
"820","Giuseppe Crippa & family","M","1935-05-05 00:00:00","Crippa","Giuseppe","Italy","88"
"821","Daniel D'Aniello","M","1946-09-14 00:00:00","D'Aniello","Daniel","United States","77"
"822","Claudio Del Vecchio","M","1957-02-26 00:00:00","Del Vecchio","Claudio","Italy","66"
"823","Clemente Del Vecchio","M","2004-05-06 00:00:00","Del Vecchio","Clemente","Italy","19"
"824","Leonardo Maria Del Vecchio","M","1995-05-06 00:00:00","Del Vecchio","Leonardo Maria","Italy","28"
"825","Luca Del Vecchio","M","2001-08-31 00:00:00","Del Vecchio","Luca","Italy","22"
"826","Marisa Del Vecchio","F","1958-07-10 00:00:00","Del Vecchio","Marisa","Italy","65"
"827","Paola Del Vecchio","F","1961-05-14 00:00:00","Del Vecchio","Paola","Italy","62"
"828","Walter P.J. Droege","M","1952-11-25 00:00:00","Droege","Walter P.J.","Germany","71"
"829","Fan Daidi","F","1966-01-01 00:00:00","Fan ","Daidi","China","57"
"830","Peter Gassner","M","1965-02-26 00:00:00","Gassner","Peter","United States","58"
"831","Mikhail Gutseriev","M","1958-03-09 00:00:00","Gutseriev","Mikhail","Russia","65"
"832","Patrick Lee","M","1942-01-01 00:00:00","Lee","Patrick","Hong Kong","81"
"833","Leng Youbin","M","1969-01-01 00:00:00","Leng","Youbin","China","54"
"834","Daniel Loeb","M","1961-12-18 00:00:00","Loeb","Daniel","United States","62"
"835","Margarita Louis-Dreyfus & family","F","1962-06-01 00:00:00","Louis-Dreyfus","Margarita","Switzerland","61"
"836","Prasert Prasarttong-Osoth","M","1933-03-26 00:00:00","Prasarttong-Osoth","Prasert","Thailand","90"
"837","Ira Rennert","M","1934-05-31 00:00:00","Rennert","Ira","United States","89"
"838","Dirk Rossmann & family","M","1946-09-07 00:00:00","Rossmann","Dirk","Germany","77"
"839","Arkady Rotenberg","M","1951-12-15 00:00:00","Rotenberg","Arkady","Russia","72"
"840","Remo Ruffini","M","1961-08-27 00:00:00","Ruffini","Remo","Italy","62"
"841","Karin Sartorius-Herbst","F","1965-06-14 00:00:00","Sartorius-Herbst","Karin","Germany","58"
"842","Vivek Chaand Sehgal","M","1956-09-28 00:00:00","Sehgal","Vivek Chaand","Australia","67"
"843","Scott Shleifer","M","1977-06-14 00:00:00","Shleifer","Scott","United States","46"
"844","Thomas Siebel","M","1952-11-22 00:00:00","Siebel","Thomas","United States","71"
"845","Wim van der Leegte & family","M","1947-08-23 00:00:00","van der Leegte","Wim","Netherlands","76"
"846","Xiao Yongming & family","M","1964-07-01 00:00:00","Xiao","Yongming","China","59"
"847","Michael Xie","M","1969-02-20 00:00:00","Xie","Michael","United States","54"
"848","Yang Shaopeng","M","1958-01-01 00:00:00","Yang","Shaopeng","China","65"
"849","Nicoletta Zampillo","F","1958-03-28 00:00:00","Zampillo","Nicoletta","Italy","65"
"850","Barry Zekelman","M","1967-01-03 00:00:00","Zekelman","Barry","Canada","56"
"851","William Ackman","M","1966-05-11 00:00:00","Ackman","William","United States","57"
"852","Somphote Ahunai","M","1967-06-01 00:00:00","Ahunai","Somphote","Thailand","56"
"853","Igor Altushkin","M","1970-09-10 00:00:00","Altushkin","Igor","Russia","53"
"854","Ramon Ang","M","1954-01-14 00:00:00","Ang","Ramon","Philippines","69"
"855","Acharya Balkrishna","M","1972-07-25 00:00:00","Balkrishna","Acharya","India","51"
"856","Markus Blocher","M","1971-01-01 00:00:00","Blocher","Markus","Switzerland","52"
"857","Richard Branson","M","1950-07-18 00:00:00","Branson","Richard","United Kingdom","73"
"858","Cho Jung-ho","M","1958-10-05 00:00:00","Cho","Jung-ho","South Korea","65"
"859","Alessandra Garavoglia","F","1960-02-06 00:00:00","Garavoglia","Alessandra","Italy","63"
"860","Laurence Graff & family","M","1938-06-13 00:00:00","Graff","Laurence","United Kingdom","85"
"861","Amos Hostetter, Jr.","M","1937-01-12 00:00:00","Hostetter","Amos","United States","86"
"862","Robert Johnson","M","1947-04-12 00:00:00","Johnson","Robert ","United States","76"
"863","Steven Klinsky","M","1956-05-30 00:00:00","Klinsky","Steven","United States","67"
"864","William Lauder","M","1960-04-11 00:00:00","Lauder","William","United States","63"
"865","John Middleton","M","1955-03-02 00:00:00","Middleton","John","United States","68"
"866","Hiroshi Mikitani","M","1965-03-11 00:00:00","Mikitani","Hiroshi","Japan","58"
"867","Bob Parsons","M","1950-11-27 00:00:00","Parsons","Bob","United States","73"
"868","J. Joe Ricketts & family","M","1941-07-16 00:00:00","Ricketts","J. Joe","United States","82"
"869","Herb Simon","M","1934-10-23 00:00:00","Simon","Herb","United States","89"
"870","Leena Tewari","F","1957-09-03 00:00:00","Tewari","Leena","India","66"
"871","Stefan von Holtzbrinck","M","1963-05-15 00:00:00","von Holtzbrinck","Stefan","Germany","60"
"872","Hans Peter Wild","M","1941-06-16 00:00:00","Wild","Hans Peter","Switzerland","82"
"873","Wu Guanjiang & family","M","1968-12-21 00:00:00","Wu","Guanjiang","China","55"
"874","Yi Zheng","M","1970-10-15 00:00:00","Yi","Zheng","China","53"
"875","Eric Yuan & family","M","1970-02-20 00:00:00","Yuan","Eric","United States","53"
"876","Charles Zegar","M","1948-02-29 00:00:00","Zegar","Charles","United States","75"
"877","Mohed Altrad","M","1948-03-09 00:00:00","Altrad","Mohed","France","75"
"878","John Arnold","M","1974-03-09 00:00:00","Arnold","John","United States","49"
"879","Bill Austin","M","1942-02-25 00:00:00","Austin","Bill","United States","81"
"880","Chen Shibin","M","1966-11-01 00:00:00","Chen","Shibin","China","57"
"881","Bennett Dorrance","M","1946-02-09 00:00:00","Dorrance","Bennett","United States","77"
"882","Walter Faria","M","1955-04-01 00:00:00","Faria","Walter","Brazil","68"
"883","Walter Frey","M","1943-07-30 00:00:00","Frey","Walter","Switzerland","80"
"884","Fu Liquan & family","M","1967-08-01 00:00:00","Fu","Liquan","China","56"
"885","John Gandel","M","1934-08-13 00:00:00","Gandel","John","Australia","89"
"886","Peter Gilgan","M","1951-01-01 00:00:00","Gilgan","Peter","Canada","72"
"887","Kwek Leng Beng","M","1941-01-01 00:00:00","Kwek","Leng Beng","Singapore","82"
"888","Pablo Legorreta","M","1963-10-30 00:00:00","Legorreta","Pablo","United States","60"
"889","Arnon Milchan","M","1944-12-06 00:00:00","Milchan","Arnon","Israel","79"
"890","Akio Nitori","M","1944-03-05 00:00:00","Nitori","Akio","Japan","79"
"891","Julio Ponce Lerou","M","1945-11-13 00:00:00","Ponce Lerou","Julio","Chile","78"
"892","Rodger Riney & family","M","1946-01-01 00:00:00","Riney","Rodger","United States","77"
"893","Phil Ruffin","M","1935-03-17 00:00:00","Ruffin","Phil","United States","88"
"894","Naguib Sawiris","M","1954-06-15 00:00:00","Sawiris","Naguib","Egypt","69"
"895","Neil Shen","M","1967-12-16 00:00:00","Shen","Neil","Hong Kong","56"
"896","Gil Shwed","M","1968-06-12 00:00:00","Shwed","Gil","Israel","55"
"897","Stephen Smith","M","1951-06-02 00:00:00","Smith","Stephen","Canada","72"
"898","Nik Storonsky","M","1984-07-21 00:00:00","Storonsky","Nik","United Kingdom","39"
"899","Jeffrey Talpins","M","1975-03-06 00:00:00","Talpins","Jeffrey","United States","48"
"900","Carl Thoma","M","1948-10-12 00:00:00","Thoma","Carl","United States","75"
"901","Todd Wanek","M","1964-03-16 00:00:00","Wanek","Todd","United States","59"
"902","Xue Hua","M","1947-09-17 00:00:00","Xue","Hua","China","76"
"903","Takao Yasuda","M","1949-05-07 00:00:00","Yasuda","Takao","Japan","74"
"904","Giuliana Benetton","F","1937-07-08 00:00:00","Benetton","Giuliana","Italy","86"
"905","Luciano Benetton","M","1935-05-13 00:00:00","Benetton","Luciano","Italy","88"
"906","Arun Bharat Ram","M","1940-11-15 00:00:00","Bharat Ram","Arun","India","83"
"907","Ron Burkle","M","1952-11-12 00:00:00","Burkle","Ron","United States","71"
"908","Chen Kaixuan","M","1958-05-01 00:00:00","Chen","Kaixuan","China","65"
"909","Brunello Cucinelli & family","M","1953-09-03 00:00:00","Cucinelli","Brunello","Italy","70"
"910","Antonio Del Valle Ruiz & family","M","1938-08-13 00:00:00","Del Valle Ruiz","Antonio","Mexico","85"
"911","Gustavo Denegri & family","M","1937-03-17 00:00:00","Denegri","Gustavo","Italy","86"
"912","Dong Jinggui","M","1966-09-24 00:00:00","Dong","Jinggui","China","57"
"913","Charles Ergen","M","1953-03-01 00:00:00","Ergen","Charles","United States","70"
"914","David Filo","M","1966-04-15 00:00:00","Filo","David","United States","57"
"915","Lindsay Fox","M","1937-04-19 00:00:00","Fox","Lindsay","Australia","86"
"916","Sergei Galitsky","M","1967-08-14 00:00:00","Galitsky","Sergei","Russia","56"
"917","Senapathy Gopalakrishnan","M","1955-04-05 00:00:00","Gopalakrishnan","Senapathy","India","68"
"918","Luciano Hang","M","1962-10-11 00:00:00","Hang","Luciano","Brazil","61"
"919","Michael Hintze","M","1953-07-27 00:00:00","Hintze","Michael","Australia","70"
"920","Hu Baifan","M","1962-10-01 00:00:00","Hu","Baifan","China","61"
"921","Hamilton James & family","M","1951-08-03 00:00:00","James","Hamilton","United States","72"
"922","Lee Boo-jin","F","1970-10-06 00:00:00","Lee","Boo-jin","South Korea","53"
"923","Li Liangbin","M","1967-09-01 00:00:00","Li","Liangbin","China","56"
"924","Liang Feng","M","1968-11-22 00:00:00","Liang","Feng","China","55"
"925","Samir Mehta","M","1963-09-18 00:00:00","Mehta","Samir","India","60"
"926","Sudhir Mehta","M","1954-04-10 00:00:00","Mehta","Sudhir","India","69"
"927","Aristotelis Mistakidis","M","1961-11-21 00:00:00","Mistakidis","Aristotelis","Greece","62"
"928","Geoffrey Palmer","M","1950-05-11 00:00:00","Palmer","Geoffrey","United States","73"
"929","Roger Penske","M","1937-02-20 00:00:00","Penske","Roger","United States","86"
"930","Ravi Pillai","M","1953-09-02 00:00:00","Pillai","Ravi","India","70"
"931","David Rubenstein","M","1949-08-11 00:00:00","Rubenstein","David","United States","74"
"932","Hilton Schlosberg","M","1953-01-01 00:00:00","Schlosberg","Hilton","United Kingdom","70"
"933","Klaus-Peter Schulenberg","M","1951-07-01 00:00:00","Schulenberg","Klaus-Peter","Germany","72"
"934","Lynn Schusterman & family","F","1939-01-21 00:00:00","Schusterman","Lynn","United States","84"
"935","Isabella Seràgnoli","F","1945-12-23 00:00:00","Seràgnoli","Isabella","Italy","78"
"936","Shen Guojun","M","1962-07-31 00:00:00","Shen","Guojun","China","61"
"937","Warren Stephens","M","1957-02-18 00:00:00","Stephens","Warren","United States","66"
"938","Pat Stryker","F","1956-04-06 00:00:00","Stryker","Pat","United States","67"
"939","Roman Trotsenko","M","1970-09-12 00:00:00","Trotsenko","Roman","Russia","53"
"940","Harald Tschira","M","1974-04-25 00:00:00","Tschira","Harald","Germany","49"
"941","Udo Tschira","M","1969-09-17 00:00:00","Tschira","Udo","Germany","54"
"942","Vincent Viola","M","1956-02-12 00:00:00","Viola","Vincent","United States","67"
"943","Wu Shaoxun","M","1956-01-01 00:00:00","Wu","Shaoxun","China","67"
"944","Steve Wynn","M","1942-01-27 00:00:00","Wynn","Steve","United States","81"
"945","Jon Yarbrough","M","1957-05-10 00:00:00","Yarbrough","Jon","United States","66"
"946","Zhou Bajin","M","1935-05-01 00:00:00","Zhou","Bajin","China","88"
"947","Cho Tak Wong","M","1946-05-15 00:00:00","Cho","Tak Wong","Hong Kong","77"
"948","John Coates","M","1970-01-07 00:00:00","Coates","John","United Kingdom","53"
"949","Ryan Cohen","M","1985-08-04 00:00:00","Cohen","Ryan","Canada","38"
"950","Deng Wen","M","1968-03-01 00:00:00","Deng","Wen","China","55"
"951","Gurbachan Singh Dhingra","M","1950-04-09 00:00:00","Dhingra","Gurbachan Singh","India","73"
"952","Kuldip Singh Dhingra","M","1947-09-02 00:00:00","Dhingra","Kuldip Singh","India","76"
